evID,magnitude,ev_lat,ev_lon,ev_depth,strike,dip,rake,src_duration,ns,st_lat,st_lon,azimuth,rhypo,waveform_path,Z_pga,Z_pgv,Z_pgd,E_pga,E_pgv,E_pgd,N_pga,N_pgv,N_pgd,H_pga,H_pgv,H_pgd
Synthetic_0,6.653,-2.312,2.471,3.046,303.936,81.833,125.011,7.825,PR.S95,-2.201,3.471,83.675,111.835,synthetic_waveforms/Synthetic_0.mseed,-0.594,0.146,0.117,-0.746,-0.079,-0.040,-1.413,-0.797,-1.035,-0.745,-0.077,-0.040
Synthetic_0,6.653,-2.312,2.471,3.046,303.936,81.833,125.011,7.825,PR.S96,-1.979,3.471,71.572,117.175,synthetic_waveforms/Synthetic_0.mseed,-0.517,0.195,0.125,-0.703,-0.025,0.066,-1.221,-0.311,-0.113,-0.691,-0.019,0.108
Synthetic_0,6.653,-2.312,2.471,3.046,303.936,81.833,125.011,7.825,PR.S97,-1.757,3.471,60.949,127.177,synthetic_waveforms/Synthetic_0.mseed,-0.477,0.218,0.073,-0.718,0.001,0.140,-0.848,-0.174,0.116,-0.648,0.030,0.210
Synthetic_0,6.653,-2.312,2.471,3.046,303.936,81.833,125.011,7.825,PR.S98,-1.535,3.471,52.127,140.851,synthetic_waveforms/Synthetic_0.mseed,-0.476,0.189,0.140,-0.799,-0.022,0.150,-0.774,-0.117,0.185,-0.666,0.051,0.258
Synthetic_0,6.653,-2.312,2.471,3.046,303.936,81.833,125.011,7.825,PR.S99,-1.312,3.471,45.003,157.243,synthetic_waveforms/Synthetic_0.mseed,-0.501,0.154,0.178,-0.847,-0.056,0.116,-0.789,-0.005,0.156,-0.697,0.053,0.277
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S0,-2.259,0.386,224.972,157.216,synthetic_waveforms/Synthetic_3.mseed,-1.018,-0.271,-0.138,-1.178,-0.217,0.088,-1.178,-0.240,-0.015,-1.028,-0.077,0.173
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S1,-2.037,0.386,232.100,140.832,synthetic_waveforms/Synthetic_3.mseed,-0.898,-0.147,0.026,-1.149,-0.519,0.054,-1.193,-0.418,-0.139,-1.031,-0.314,0.082
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S2,-1.814,0.386,240.924,127.167,synthetic_waveforms/Synthetic_3.mseed,-0.798,-0.062,0.141,-0.992,-0.471,0.004,-1.235,-0.585,-0.337,-0.930,-0.370,0.008
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S3,-1.592,0.386,251.548,117.177,synthetic_waveforms/Synthetic_3.mseed,-0.731,-0.029,0.183,-0.913,-0.325,-0.026,-1.358,-0.715,-0.122,-0.889,-0.313,0.049
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S4,-1.370,0.386,263.647,111.850,synthetic_waveforms/Synthetic_3.mseed,-0.708,-0.082,0.108,-0.888,-0.297,-0.051,-1.278,-0.234,0.205,-0.888,-0.226,0.232
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S5,-1.148,0.386,276.331,111.855,synthetic_waveforms/Synthetic_3.mseed,-0.735,-0.246,-0.170,-0.928,-0.403,-0.233,-1.090,-0.049,0.357,-0.928,-0.047,0.370
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S6,-0.925,0.386,288.428,117.191,synthetic_waveforms/Synthetic_3.mseed,-0.769,-0.231,-0.430,-0.934,-0.433,-0.205,-1.029,-0.012,0.403,-0.909,0.010,0.415
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S7,-0.703,0.386,299.049,127.188,synthetic_waveforms/Synthetic_3.mseed,-0.805,-0.109,-0.096,-0.898,-0.289,-0.075,-1.042,-0.056,0.376,-0.894,-0.001,0.391
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S8,-0.481,0.386,307.870,140.858,synthetic_waveforms/Synthetic_3.mseed,-0.798,-0.042,0.038,-0.979,-0.306,-0.019,-1.106,-0.152,0.305,-0.907,-0.066,0.319
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S9,-0.259,0.386,314.995,157.246,synthetic_waveforms/Synthetic_3.mseed,-0.806,-0.017,0.066,-1.047,-0.266,-0.069,-1.074,-0.188,0.208,-0.928,-0.079,0.215
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S10,-2.259,0.608,217.851,140.843,synthetic_waveforms/Synthetic_3.mseed,-1.113,-0.420,-0.243,-1.127,-0.170,0.223,-1.226,-0.274,0.035,-1.021,-0.066,0.293
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S11,-2.037,0.608,224.978,122.283,synthetic_waveforms/Synthetic_3.mseed,-0.943,-0.217,0.005,-1.284,-0.299,0.205,-1.102,-0.286,-0.043,-1.069,-0.156,0.253
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S12,-1.814,0.608,234.443,106.256,synthetic_waveforms/Synthetic_3.mseed,-0.783,-0.064,0.193,-1.064,-0.477,0.172,-1.195,-0.355,-0.039,-0.972,-0.341,0.178
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S13,-1.592,0.608,246.786,94.069,synthetic_waveforms/Synthetic_3.mseed,-0.675,0.026,0.292,-0.867,-0.220,0.180,-1.253,-0.634,-0.194,-0.833,-0.190,0.214
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S14,-1.370,0.608,261.859,87.341,synthetic_waveforms/Synthetic_3.mseed,-0.629,0.018,0.239,-0.830,-0.160,0.224,-1.186,-0.315,0.254,-0.829,-0.097,0.328
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S15,-1.148,0.608,278.124,87.345,synthetic_waveforms/Synthetic_3.mseed,-0.662,-0.180,-0.136,-0.893,-0.357,-0.058,-0.936,-0.015,0.430,-0.838,0.014,0.451
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S16,-0.925,0.608,293.195,94.079,synthetic_waveforms/Synthetic_3.mseed,-0.719,-0.112,-0.148,-0.935,-0.226,-0.131,-0.944,0.021,0.468,-0.819,0.024,0.479
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S17,-0.703,0.608,305.534,106.271,synthetic_waveforms/Synthetic_3.mseed,-0.717,-0.004,0.150,-0.798,-0.080,0.034,-1.185,-0.125,0.416,-0.777,-0.009,0.424
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S18,-0.481,0.608,314.997,122.301,synthetic_waveforms/Synthetic_3.mseed,-0.739,0.041,0.216,-1.042,-0.304,-0.057,-0.963,-0.232,0.318,-0.871,-0.158,0.321
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S19,-0.259,0.608,322.122,140.864,synthetic_waveforms/Synthetic_3.mseed,-0.769,0.044,0.197,-1.066,-0.408,-0.189,-1.027,-0.405,0.218,-0.896,-0.307,0.219
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S20,-2.259,0.831,209.035,127.188,synthetic_waveforms/Synthetic_3.mseed,-1.371,-0.872,-0.706,-1.010,-0.060,0.324,-1.291,-0.305,0.057,-0.957,0.001,0.380
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S21,-2.037,0.831,215.519,106.267,synthetic_waveforms/Synthetic_3.mseed,-1.082,-0.448,-0.187,-1.130,-0.153,0.341,-1.292,-0.234,0.043,-1.046,-0.039,0.390
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S22,-1.814,0.831,224.983,87.348,synthetic_waveforms/Synthetic_3.mseed,-0.833,-0.114,0.157,-1.190,-0.309,0.363,-1.088,-0.124,0.189,-1.017,-0.111,0.380
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S23,-1.592,0.831,239.022,72.025,synthetic_waveforms/Synthetic_3.mseed,-0.634,0.097,0.369,-0.897,-0.244,0.415,-1.155,-0.392,0.194,-0.839,-0.173,0.430
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S24,-1.370,0.831,258.681,62.983,synthetic_waveforms/Synthetic_3.mseed,-0.542,0.135,0.382,-0.773,-0.115,0.488,-1.128,-0.259,0.344,-0.762,-0.108,0.555
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S25,-1.148,0.831,281.306,62.986,synthetic_waveforms/Synthetic_3.mseed,-0.593,-0.138,-0.148,-0.776,-0.283,0.137,-0.798,0.044,0.540,-0.763,0.056,0.571
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S26,-0.925,0.831,300.963,72.032,synthetic_waveforms/Synthetic_3.mseed,-0.624,0.044,0.169,-0.843,-0.156,0.263,-0.946,-0.013,0.568,-0.757,0.014,0.569
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S27,-0.703,0.831,314.999,87.357,synthetic_waveforms/Synthetic_3.mseed,-0.622,0.107,0.366,-1.059,-0.103,0.277,-0.830,-0.198,0.468,-0.769,-0.100,0.468
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S28,-0.481,0.831,324.461,106.278,synthetic_waveforms/Synthetic_3.mseed,-0.675,0.105,0.363,-0.930,-0.202,0.036,-0.873,-0.251,0.325,-0.751,-0.148,0.328
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S29,-0.259,0.831,330.943,127.200,synthetic_waveforms/Synthetic_3.mseed,-0.747,0.084,0.295,-1.120,-0.464,-0.222,-0.968,-0.360,0.213,-0.881,-0.255,0.231
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S30,-2.259,1.053,198.422,117.204,synthetic_waveforms/Synthetic_3.mseed,-1.530,-0.536,-0.293,-1.047,-0.013,0.372,-1.454,-0.463,0.088,-1.020,0.013,0.420
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S31,-2.037,1.053,203.185,94.087,synthetic_waveforms/Synthetic_3.mseed,-1.496,-0.713,-0.511,-0.954,-0.029,0.422,-1.316,-0.367,0.144,-0.917,0.011,0.474
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S32,-1.814,1.053,210.950,72.035,synthetic_waveforms/Synthetic_3.mseed,-1.119,-0.520,-0.271,-0.907,-0.059,0.493,-1.149,-0.286,0.104,-0.845,0.005,0.526
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S33,-1.592,1.053,224.987,52.410,synthetic_waveforms/Synthetic_3.mseed,-0.693,0.029,0.345,-1.051,-0.076,0.667,-0.931,-0.232,0.385,-0.850,-0.014,0.670
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S34,-1.370,1.053,251.557,39.062,synthetic_waveforms/Synthetic_3.mseed,-0.428,0.286,0.654,-0.677,0.082,0.916,-1.136,-0.194,0.592,-0.653,0.136,0.959
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S35,-1.148,1.053,288.435,39.063,synthetic_waveforms/Synthetic_3.mseed,-0.500,0.042,-0.138,-0.656,-0.199,0.101,-0.595,0.259,0.786,-0.550,0.269,0.795
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S36,-0.925,1.053,315.002,52.414,synthetic_waveforms/Synthetic_3.mseed,-0.488,0.246,0.516,-0.871,-0.142,0.493,-0.784,0.041,0.782,-0.678,0.045,0.810
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S37,-0.703,1.053,329.037,72.039,synthetic_waveforms/Synthetic_3.mseed,-0.561,0.221,0.515,-1.059,-0.324,0.284,-0.817,-0.098,0.551,-0.755,-0.033,0.572
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S38,-0.481,1.053,336.801,94.091,synthetic_waveforms/Synthetic_3.mseed,-0.659,0.123,0.447,-1.228,-0.505,-0.008,-0.890,-0.145,0.326,-0.848,-0.107,0.368
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S39,-0.259,1.053,341.564,117.209,synthetic_waveforms/Synthetic_3.mseed,-0.759,0.089,0.337,-1.460,-0.619,-0.006,-0.936,-0.242,0.193,-0.917,-0.232,0.262
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S40,-2.259,1.275,186.336,111.879,synthetic_waveforms/Synthetic_3.mseed,-1.103,-0.132,0.122,-1.096,-0.042,0.347,-1.175,-0.439,0.121,-1.095,-0.042,0.402
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S41,-2.037,1.275,188.125,87.363,synthetic_waveforms/Synthetic_3.mseed,-1.071,-0.142,0.195,-0.937,-0.031,0.412,-1.183,-0.438,0.243,-0.934,-0.031,0.492
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S42,-1.814,1.275,191.305,62.998,synthetic_waveforms/Synthetic_3.mseed,-1.071,-0.133,0.209,-0.787,0.032,0.507,-1.177,-0.355,0.432,-0.782,0.066,0.623
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S43,-1.592,1.275,198.428,39.070,synthetic_waveforms/Synthetic_3.mseed,-1.216,-0.297,0.078,-0.574,0.225,0.708,-1.139,-0.108,0.636,-0.559,0.268,0.821
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S44,-1.370,1.275,224.991,17.473,synthetic_waveforms/Synthetic_3.mseed,-0.425,0.349,1.097,-0.603,0.558,1.430,-0.449,0.317,0.919,-0.392,0.569,1.448
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S45,-1.148,1.275,315.005,17.473,synthetic_waveforms/Synthetic_3.mseed,-0.245,0.512,1.110,-0.568,0.404,1.289,-0.303,0.710,1.586,-0.301,0.752,1.635
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S46,-0.925,1.275,341.567,39.070,synthetic_waveforms/Synthetic_3.mseed,-0.458,0.361,0.753,-1.182,-0.105,0.702,-0.709,0.207,1.065,-0.686,0.253,1.102
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S47,-0.703,1.275,348.691,62.999,synthetic_waveforms/Synthetic_3.mseed,-0.623,0.198,0.531,-1.155,-0.228,0.399,-0.818,-0.033,0.652,-0.810,-0.024,0.698
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S48,-0.481,1.275,351.870,87.363,synthetic_waveforms/Synthetic_3.mseed,-0.741,0.076,0.416,-1.175,-0.281,0.285,-0.959,-0.159,0.334,-0.924,-0.145,0.448
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S49,-0.259,1.275,353.660,111.879,synthetic_waveforms/Synthetic_3.mseed,-0.838,0.023,0.294,-1.265,-0.243,0.227,-1.025,-0.293,0.159,-1.022,-0.214,0.333
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S50,-2.259,1.497,173.664,111.879,synthetic_waveforms/Synthetic_3.mseed,-0.870,0.045,0.294,-1.281,-0.234,0.227,-0.956,-0.322,0.159,-0.954,-0.214,0.328
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S51,-2.037,1.497,171.875,87.363,synthetic_waveforms/Synthetic_3.mseed,-0.768,0.089,0.417,-1.182,-0.294,0.284,-0.905,-0.176,0.329,-0.902,-0.131,0.443
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S52,-1.814,1.497,168.695,62.998,synthetic_waveforms/Synthetic_3.mseed,-0.631,0.221,0.536,-1.159,-0.229,0.394,-0.801,-0.065,0.636,-0.786,-0.056,0.685
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S53,-1.592,1.497,161.572,39.070,synthetic_waveforms/Synthetic_3.mseed,-0.457,0.388,0.757,-1.122,-0.110,0.688,-0.688,0.206,1.051,-0.661,0.251,1.088
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S54,-1.370,1.497,135.009,17.473,synthetic_waveforms/Synthetic_3.mseed,-0.223,0.549,1.120,-0.359,0.404,1.206,-0.549,0.674,1.547,-0.350,0.707,1.588
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S55,-1.148,1.497,44.995,17.473,synthetic_waveforms/Synthetic_3.mseed,-0.476,0.295,1.090,-0.408,0.585,1.462,-0.559,0.322,0.995,-0.353,0.601,1.484
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S56,-0.925,1.497,18.433,39.070,synthetic_waveforms/Synthetic_3.mseed,-1.258,-0.273,0.077,-0.567,0.230,0.712,-1.115,-0.110,0.634,-0.550,0.271,0.824
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S57,-0.703,1.497,11.309,62.999,synthetic_waveforms/Synthetic_3.mseed,-1.053,-0.148,0.207,-0.779,0.034,0.509,-1.231,-0.356,0.435,-0.775,0.067,0.625
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S58,-0.481,1.497,8.130,87.363,synthetic_waveforms/Synthetic_3.mseed,-1.034,-0.167,0.194,-0.940,-0.047,0.411,-1.186,-0.402,0.245,-0.936,-0.045,0.492
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S59,-0.259,1.497,6.340,111.879,synthetic_waveforms/Synthetic_3.mseed,-1.066,-0.152,0.122,-1.090,-0.045,0.345,-1.242,-0.462,0.124,-1.087,-0.045,0.402
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S60,-2.259,1.720,161.578,117.204,synthetic_waveforms/Synthetic_3.mseed,-0.777,0.106,0.337,-1.333,-0.605,-0.011,-0.910,-0.283,0.192,-0.883,-0.271,0.260
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S61,-2.037,1.720,156.815,94.087,synthetic_waveforms/Synthetic_3.mseed,-0.673,0.150,0.448,-1.210,-0.552,-0.014,-0.839,-0.159,0.320,-0.804,-0.126,0.362
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S62,-1.814,1.720,149.050,72.035,synthetic_waveforms/Synthetic_3.mseed,-0.569,0.232,0.523,-1.029,-0.315,0.280,-0.802,-0.110,0.539,-0.736,-0.038,0.559
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S63,-1.592,1.720,135.013,52.410,synthetic_waveforms/Synthetic_3.mseed,-0.480,0.254,0.525,-0.822,-0.100,0.492,-0.827,0.015,0.766,-0.683,0.041,0.788
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S64,-1.370,1.720,108.443,39.062,synthetic_waveforms/Synthetic_3.mseed,-0.494,-0.089,-0.040,-0.667,0.008,0.244,-0.562,0.244,0.774,-0.552,0.267,0.792
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S65,-1.148,1.720,71.565,39.063,synthetic_waveforms/Synthetic_3.mseed,-0.457,0.271,0.641,-0.663,0.165,0.945,-1.102,-0.144,0.609,-0.636,0.212,0.986
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S66,-0.925,1.720,44.998,52.414,synthetic_waveforms/Synthetic_3.mseed,-0.712,0.018,0.330,-0.973,-0.042,0.679,-0.963,-0.214,0.388,-0.845,-0.006,0.685
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S67,-0.703,1.720,30.963,72.039,synthetic_waveforms/Synthetic_3.mseed,-1.169,-0.506,-0.319,-0.914,-0.055,0.496,-1.099,-0.296,0.096,-0.838,0.006,0.527
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S68,-0.481,1.720,23.199,94.091,synthetic_waveforms/Synthetic_3.mseed,-1.497,-0.716,-0.516,-0.950,-0.015,0.422,-1.318,-0.407,0.140,-0.914,0.010,0.473
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S69,-0.259,1.720,18.436,117.209,synthetic_waveforms/Synthetic_3.mseed,-1.600,-0.515,-0.295,-1.057,-0.017,0.371,-1.480,-0.467,0.086,-1.031,0.009,0.419
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S70,-2.259,1.942,150.965,127.188,synthetic_waveforms/Synthetic_3.mseed,-0.758,0.098,0.295,-1.102,-0.490,-0.227,-0.922,-0.328,0.208,-0.843,-0.279,0.227
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S71,-2.037,1.942,144.481,106.267,synthetic_waveforms/Synthetic_3.mseed,-0.679,0.126,0.363,-1.076,-0.312,0.030,-0.933,-0.281,0.316,-0.842,-0.204,0.319
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S72,-1.814,1.942,135.017,87.348,synthetic_waveforms/Synthetic_3.mseed,-0.619,0.105,0.368,-0.892,-0.036,0.269,-0.957,-0.230,0.458,-0.783,-0.036,0.459
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S73,-1.592,1.942,120.978,72.025,synthetic_waveforms/Synthetic_3.mseed,-0.600,0.020,0.183,-0.878,-0.061,0.251,-0.886,-0.019,0.559,-0.791,0.012,0.561
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S74,-1.370,1.942,101.319,62.983,synthetic_waveforms/Synthetic_3.mseed,-0.623,-0.097,-0.278,-0.755,-0.137,0.219,-0.774,0.046,0.536,-0.750,0.056,0.575
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S75,-1.148,1.942,78.694,62.986,synthetic_waveforms/Synthetic_3.mseed,-0.573,0.132,0.357,-0.725,-0.142,0.534,-1.169,-0.263,0.350,-0.715,-0.126,0.590
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S76,-0.925,1.942,59.037,72.032,synthetic_waveforms/Synthetic_3.mseed,-0.649,0.091,0.353,-0.884,-0.268,0.441,-1.125,-0.457,0.202,-0.822,-0.199,0.466
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S77,-0.703,1.942,45.001,87.357,synthetic_waveforms/Synthetic_3.mseed,-0.844,-0.115,0.147,-1.015,-0.255,0.372,-1.209,-0.215,0.197,-0.980,-0.166,0.385
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S78,-0.481,1.942,35.539,106.278,synthetic_waveforms/Synthetic_3.mseed,-1.111,-0.437,-0.200,-1.148,-0.197,0.345,-1.095,-0.173,0.024,-1.034,-0.036,0.390
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S79,-0.259,1.942,29.057,127.200,synthetic_waveforms/Synthetic_3.mseed,-1.405,-0.840,-0.749,-1.049,-0.068,0.327,-1.274,-0.304,0.042,-0.983,-0.005,0.379
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S80,-2.259,2.164,142.149,140.843,synthetic_waveforms/Synthetic_3.mseed,-0.773,0.049,0.194,-1.045,-0.430,-0.165,-1.001,-0.401,0.207,-0.881,-0.317,0.209
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S81,-2.037,2.164,135.022,122.283,synthetic_waveforms/Synthetic_3.mseed,-0.726,0.041,0.213,-0.941,-0.256,-0.065,-1.080,-0.273,0.307,-0.865,-0.161,0.310
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S82,-1.814,2.164,125.557,106.256,synthetic_waveforms/Synthetic_3.mseed,-0.693,-0.021,0.146,-0.966,-0.198,0.021,-1.049,-0.162,0.406,-0.890,-0.042,0.416
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S83,-1.592,2.164,113.214,94.069,synthetic_waveforms/Synthetic_3.mseed,-0.694,-0.209,-0.208,-0.858,-0.082,-0.077,-0.953,-0.086,0.461,-0.857,0.046,0.476
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S84,-1.370,2.164,98.141,87.341,synthetic_waveforms/Synthetic_3.mseed,-0.693,-0.130,-0.178,-0.809,-0.313,0.016,-0.948,-0.068,0.427,-0.797,-0.009,0.455
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S85,-1.148,2.164,81.876,87.345,synthetic_waveforms/Synthetic_3.mseed,-0.659,0.029,0.223,-0.821,-0.265,0.234,-1.167,-0.249,0.259,-0.792,-0.208,0.343
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S86,-0.925,2.164,66.805,94.079,synthetic_waveforms/Synthetic_3.mseed,-0.689,0.029,0.284,-0.885,-0.278,0.191,-1.270,-0.672,-0.169,-0.851,-0.246,0.225
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S87,-0.703,2.164,54.466,106.271,synthetic_waveforms/Synthetic_3.mseed,-0.798,-0.071,0.189,-1.037,-0.398,0.185,-1.026,-0.253,-0.028,-0.884,-0.249,0.190
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S88,-0.481,2.164,45.003,122.301,synthetic_waveforms/Synthetic_3.mseed,-0.955,-0.212,0.003,-1.149,-0.334,0.216,-1.256,-0.294,-0.087,-1.088,-0.163,0.258
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S89,-0.259,2.164,37.878,140.864,synthetic_waveforms/Synthetic_3.mseed,-1.133,-0.406,-0.247,-1.102,-0.170,0.233,-1.214,-0.280,0.008,-1.000,-0.068,0.294
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S90,-2.259,2.386,135.028,157.216,synthetic_waveforms/Synthetic_3.mseed,-0.806,-0.021,0.062,-1.048,-0.271,-0.058,-1.118,-0.207,0.187,-0.934,-0.090,0.197
Synthetic_3,6.898,-1.259,1.386,0.286,25.461,80.790,-136.322,14.270,PR.S91,-2.037,2.386,127.900,140.832,synthetic_waveforms/Synthetic_3.mseed,-0.780,-0.061,0.034,-0.971,-0.298,0.014,-1.110,-0.159,0.287,-0.913,-0.067,0.307
